City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
247,Kyaikkami,MM,2020-10-12 19:27:19,16.08,97.57,80.42,82,25,10.07
248,Rafai,CF,2020-10-12 19:27:19,4.95,23.92,71.4,92,100,0.76
249,Bulaevo,KZ,2020-10-12 19:27:19,54.91,70.44,48.83,88,100,7.05
250,Longyearbyen,SJ,2020-10-12 19:27:19,78.22,15.64,21.2,67,20,5.82
251,Kilindoni,TZ,2020-10-12 19:27:19,-7.91,39.67,80.67,82,0,12.91
252,Sambava,MG,2020-10-12 19:27:19,-14.27,50.17,75.74,87,57,7.65
253,Wahiawa,US,2020-10-12 19:27:19,21.5,-158.02,75.2,100,90,4.7
254,Pangnirtung,CA,2020-10-12 19:27:20,66.15,-65.71,35.6,74,75,13.87
255,Nome,US,2020-10-12 19:27:20,64.5,-165.41,33.8,55,75,6.93
256,Quelimane,MZ,2020-10-12 19:27:20,-17.88,36.89,77.0,78,75,10.29
257,Barra,BR,2020-10-12 19:27:20,-11.09,-43.14,91.62,35,15,4.59
258,Dongsheng,CN,2020-10-12 19:27:20,39.82,109.98,39.85,57,0,7.78
259,Saint-Joseph,RE,2020-10-12 19:27:20,-21.37,55.62,72.0,73,2,4.7
260,Anamur,TR,2020-10-12 19:26:41,36.08,32.84,69.8,88,40,3.36
261,Aswan,EG,2020-10-12 19:27:20,24.09,32.91,88.83,24,0,12.84
262,Kununurra,AU,2020-10-12 19:23:13,-15.77,128.73,69.8,60,0,2.24
263,Camana,PE,2020-10-12 19:27:21,-16.62,-72.71,67.14,66,50,6.44
264,Solnechnyy,RU,2020-10-12 19:27:21,50.72,136.63,33.69,91,48,2.06
265,Iwanai,JP,2020-10-12 19:27:21,42.97,140.51,56.39,85,93,5.66
266,Susangerd,IR,2020-10-12 19:27:21,31.56,48.18,80.6,22,0,4.7
267,Rocha,UY,2020-10-12 19:27:21,-34.48,-54.33,61.27,73,47,16.46
268,Arlit,NE,2020-10-12 19:27:21,18.74,7.39,96.33,10,0,13.89
269,Mwinilunga,ZM,2020-10-12 19:27:21,-11.74,24.43,64.72,81,100,0.47
270,Kamaishi,JP,2020-10-12 19:27:21,39.27,141.88,65.26,83,100,6.26
271,Berlevag,NO,2020-10-12 19:27:21,70.86,29.09,39.2,93,20,19.46
272,Cardston,CA,2020-10-12 19:27:22,49.2,-113.3,46.0,86,90,8.05
273,Tanakpur,IN,2020-10-12 19:27:22,29.08,80.12,73.0,50,0,6.35
274,Ibadan,NG,2020-10-12 19:27:22,7.39,3.9,73.4,94,75,5.82
275,Torbay,CA,2020-10-12 19:27:22,47.67,-52.73,50.0,57,20,20.8
276,Mercedes,AR,2020-10-12 19:27:22,-34.65,-59.43,73.0,44,0,8.01
277,Dukat,RU,2020-10-12 19:27:22,62.55,155.55,29.79,86,100,6.53
